cartodb_id|orig_geocode_string|orig_lat|orig_lon|mapzen_lat|mapzen_lon|mapquest_lat|mapquest_lon
3026788|1015 E. 15th Street Plano, TX 75074 United States|33.0199699|-96.7002487|29.798889|-95.416418|33.0197458994259|-96.7006574195194
336834|1015 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.8008092337023|-97.3941232716158
336835|101 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.792058|-97.395389
336838|101 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.715409|-97.705795|27.79181|-97.39425
1509705|854, 44|||1.439791|103.79308|50.1081653|19.0779562
336839|102  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.71594|-97.444538|27.793559|-97.3959375
336841|104 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.792056722458|-97.3951957591807
336840|103 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.71552|-97.705575|27.7918314285714|-97.3942428571429
336843|107 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.715672|-97.705081|27.7918742857143|-97.3942285714286
336845|109 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7921493846647|-97.3953583380401
336842|106 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.792079583687|-97.395188138771
336844|108  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.793559|-97.3959375
336846|1100  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.769085|-94.952668|27.801144|-97.395142
336848|1111  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.80117075|-97.3953373333333
336849|1120 N Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.802338|-95.387011|27.8013013169989|-97.3974493505036
336850|113 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.792195076997|-97.3953430070602
336851|113 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.641424|-97.571686|27.7919385714286|-97.3942071428571
336852|116  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.625159|-98.03839|27.793559|-97.3959375
336855|1201  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.768749|-94.951861|27.802459|-97.395612
336853|117 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7922407820607|-97.3953277141026
336854|118 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7922167380889|-97.3951423774445
336856|1201 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.561182|-97.852125|27.802631|-97.394499
336857|1201 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.754385|-98.12769|27.802812|-97.393365
336861|1207  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.768867|-94.951197|27.8025039998177|-97.3956212465379
336859|1205  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.768829|-94.95142|27.8024889998785|-97.3956181643586
336858|1202 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.561097|-97.851494|27.8026772079055|-97.3943194017683
336860|1206 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.560664|-97.851136|27.8027076237164|-97.394326205305
336862|120  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.793559|-97.3959375
537535|Kil|59.50429|13.31934|59.50234|13.31277|54.3216753|10.1371858
336865|1215  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.680691|-98.127741|27.8025640061851|-97.3956335430021
336867|1216 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.8027837257997|-97.3943429303504
336864|1214 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.8027684970603|-97.394339623099
336866|1216  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.8026080168166|-97.3954544071857
336863|120 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7922395936961|-97.39513474019
336868|1217  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.802579009223|-97.3956366100626
336872|1222 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.802829412018|-97.3943528521049
336869|1218 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.8027989545391|-97.3943462376019
336870|1218 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|33.013914|-97.025398|27.8029795275018|-97.3932123032436
336877|1301  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.768948|-94.950781|27.803437|-97.395812
336874|1224 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.8028446407574|-97.3943561593564
336873|1224  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.471722|-97.827424|27.8026680127399|-97.3954666721104
336876|128  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.793559|-97.3959375
336875|127 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7923550601565|-97.3952895278101
336880|1302  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.769442|-94.95069|27.8034807445172|-97.3956320717744
336882|1305  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.769027|-94.950371|27.8034665451485|-97.3958178258039
336878|1301 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.560103|-97.851851|27.80362|-97.394713
336881|1302 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.560091|-97.851057|27.8036654925774|-97.3945341505603
336879|1301 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.754262|-98.129388|27.803798|-97.393578
336887|1307  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.769064|-94.95017|27.8034813177227|-97.3958207387059
336886|1306 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.8036944777321|-97.3945404516809
336885|1306 N Broadway Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.631937|-97.681763|27.8033370321941|-97.3967000654517
336884|1305 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.538833|-97.654929|27.803828370689|-97.3935839942149
1509706|855, 44|||51.060622|13.953974|65.4983198|25.9473203
336889|1309  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.769102|-94.949971|27.8034960902969|-97.3958236516078
336892|1310 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.8037234617888|-97.3945467578347
336888|1308  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.769557|-94.950072|27.8035249780689|-97.3956412870977
336890|1309 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.803677853724|-97.3947257618509
336891|1310  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.470605|-97.828143|27.8035397241306|-97.3956443513772
336897|1315 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.8037212556853|-97.3947352801412
336894|1314 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.8037524377529|-97.3945531010843
336896|1315  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.470599|-97.828752|27.8035403667165|-97.3958325963256
336893|1312 N Broadway Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|33.222752|-97.14673|27.8033810546245|-97.3967091780468
336895|1314 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.538404|-97.654325|27.8039341722561|-97.3934174326637
336899|1318  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.678391|-98.127189|27.8035987550782|-97.3956563818639
336902|1319  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.470285|-97.828953|27.8035698742104|-97.3958386099427
336898|1316 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.803766925735|-97.3945562727091
336900|1318 N Broadway Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.836518|-95.357545|27.8034250653917|-97.3967183469566
336901|1318 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.53838|-97.654013|27.8039644954268|-97.3934238975022
3026792|1048 Augusta Dr Houston, TX 77057 United States|||29.758239|-95.483461|29.7569457704918|-95.4828287786885
336903|1319 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.8037501927003|-97.3947416148643
336906|1323 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.8037791297153|-97.3947479495874
