"cartodb_id","geocode_string","lon","lat"
"337331","Plattsburgh, Clinton ,New York, USA","-73.45303","44.69913"
"337332","Port Jervis, Orange ,New York, USA","-74.69124","41.3747"
"337333","Poughkeepsie, Dutchess ,New York, USA","-73.92937","41.70672"
"337334","Rensselaer, Rensselaer ,New York, USA","-73.74127","42.64472"
"337335","Rochester, Monroe ,New York, USA","-77.61632","43.1558"
"337336","Rome, Oneida ,New York, USA","-75.45336","43.21517"
"337337","Rye, Westchester ,New York, USA","-73.68378","40.98101"
"337338","Salamanca, Cattaraugus ,New York, USA","-78.70907","42.15386"
"337339","Saratoga Springs, Saratoga ,New York, USA","-73.7845","43.0839"
"337340","Schenectady, Schenectady ,New York, USA","-73.94103","42.81226"
"337341","Sherrill, Oneida ,New York, USA","-75.59625","43.07571"
"337342","Syracuse, Onondaga ,New York, USA","-76.14739","43.04999"
"337343","Tonawanda, Erie ,New York, USA","-78.88637","43.01884"
"337344","Troy, Rensselaer ,New York, USA","-73.68809","42.7345"
"337345","Utica, Oneida ,New York, USA","-75.24258","43.09589"
"337346","Watertown, Jefferson ,New York, USA","-75.91317","43.97559"
"337347","Watervliet, Albany ,New York, USA","-73.70048","42.72578"
"337348","White Plains, Westchester ,New York, USA","-73.76415","41.03354"
"337349","Yonkers, Westchester ,New York, USA","-73.89874","40.93299"
"537547","104 VICTORY BOULEVARD, Staten Island, NY 10301","-74.0798035","40.6375198"
"537548","1201 VICTORY BOULEVARD, Staten Island, NY 10301","-74.1037445","40.6164665"
"537549","1258 BAY STREET, Staten Island, NY 10305","-74.0652618","40.6124496"
"537550","12 BRADLEY AVENUE, Staten Island, NY 10314","-74.1325989","40.6119995"
"537551","133 MCCLEAN AVENUE, Staten Island, NY 10305","-74.0665436","40.598259"
"537552","140 NEW DORP LANE, Staten Island, NY 10306","-74.1161423","40.5736008"
"537553","1445 RICHMOND AVENUE, Staten Island, NY 10314","-74.1584778","40.6130562"
"537554","151 SIGNS ROAD, Staten Island, NY 10314","-74.1669083","40.6021843"
"537555","1650 RICHMOND AVENUE                                   , Staten Island, NY 10314","-74.1623459","40.608181"
"537556","1724 HYLAN BOULEVARD, Staten Island, NY 10305","-74.0915527","40.5866508"
"537557","173 NEW DORP LANE, Staten Island, NY 10306","-74.1148987","40.5734901"
"537558","1756 FOREST AVENUE, Staten Island, NY 10303","-74.1467438","40.6248093"
"537559","1899 VICTORY BOULEVARD, Staten Island, NY 10314","-74.1273499","40.6129799"
"537560","1 BAY STREET                              , Staten Island, NY 10301","-74.075058","40.6423035"
"537561","207 PORT RICHMOND AVE, Staten Island, NY 10302","-74.1344223","40.6360703"
"537562","2154 FOREST AVENUE                                                                                       , Staten Island, NY 10303","-74.1615829","40.6265144"
"537563","235 NEW DORP LANE, Staten Island, NY 10306","-74.1141129","40.5730782"
"537564","2655 RICHMOND AVENUE, Staten Island, NY 10314","-74.1660767","40.5812492"
"537565","27 BROWER COURT, Staten Island, NY 10308","-74.1511917","40.5511398"
"537566","280 SAND LANE, Staten Island, NY 10305","-74.068367","40.5924416"
"537567","309 BRADLEY AVENUE                                    , Staten Island, NY 10314","-74.1312637","40.6036797"
"537568","325 VICTORY BLVD, Staten Island, NY 10301","-74.0858612","40.634201"
"537569","405 ARTHUR KILL ROAD, Staten Island, NY 10308","-74.1558609","40.5646515"
"537570","44 VICTORY BOULEVARD, Staten Island, NY 10301","-74.0773697","40.637619"
"537571","529 TOMPKINS AVENUE, Staten Island, NY 10305","-74.0712433","40.6129189"
"537572","531 TARGEE STREET, Staten Island, NY 10304","-74.0845795","40.6141853"
"537573","55 VICTORY BOULEVARD, Staten Island, NY 10301","-74.0775223","40.6382103"
"537574","581 MIDLAND AVENUE, Staten Island, NY 10306","-74.0926971","40.5723991"
"337383","New York, Bronx, Kings, New York,Queens, and Richmond","-75.6891521001872","42.9902482242734"
"337413","Amsterdam, Montgomery , New York, United States","-74.18893","42.93897"
"337416","Beacon, Dutchess , New York, United States","-73.97282","41.50667"
"337417","Binghamton, Broome , New York, United States","-75.91137","42.0987"
"337418","Buffalo, Erie , New York, United States","-78.87847","42.88544"
"537575","6372 AMBOY ROAD, Staten Island, NY 10309","-74.2165604","40.5223427"
"537576","6382 AMBOY ROAD, Staten Island, NY 10309","-74.216507","40.522171"
"337421","Corning, Steuben , New York, United States","-77.05463","42.14308"
"337422","Cortland, Cortland , New York, United States","-76.17482","42.60349"
"337423","Dunkirk, Chautauqua , New York, United States","-79.33578","42.48724"
"537577","692 ARTHUR KILL ROAD, Staten Island, NY 10308","-74.1639252","40.5601501"
"537578","72 CANAL STREET, Staten Island, NY 10304","-74.0759811","40.6264877"
"337426","Geneva, Ontario[A] , New York, United States","-74.0071182","40.71455"
"337427","Glen Cove, Nassau , New York, United States","-73.63079","40.86396"
"337428","Glens Falls, Warren , New York, United States","-73.64376","43.31122"
"337429","Gloversville, Fulton , New York, United States","-74.34446","43.05063"
"337430","Hornell, Steuben , New York, United States","-77.66082","42.32733"
"537579","755 TARGEE STREET, Staten Island, NY 10304","-74.0878372","40.6089211"
"537580","770 MANOR ROAD, Staten Island, NY 10314","-74.1213608","40.6089706"
"537581","78 VICTORY BOULEVARD, Staten Island, NY 10301","-74.0791397","40.6378899"
"337434","Johnstown, Fulton , New York, United States","-74.36846","43.00656"
"537582","835 FOREST HILL ROAD, Staten Island, NY 10314","-74.1401825","40.6022987"
"554883","2725 Island Home BoulevardKnoxvilleTennessee","-83.8852463","35.9588509"
"554884","2860 SE Holgate Blvd.PortlandOregon","-122.6358032","45.4897614"
"554886","300 Rainbow Dr # 103FlorenceSouth Carolina","-117.1654587","33.3152885"
"337440","Mechanicville, Saratoga , New York, United States","-73.68539","42.90406"
"337441","Middletown, Orange , New York, United States","-74.42248","41.44556"
"554887","301 E Main StRomneyWest Virginia","-78.7526398","39.3405457"
"554888","301 Smithtown Blvd.NesconsetNew York","-73.1384125","40.8324471"
"556927","San Carlos del valle, Ciudad Real","-3.2404","38.84023"
"3026799","112 Canyon Road San Marcos, TX 78666 United States","",""
"337446","Niagara Falls, Niagara , New York, United States","-79.05582","43.09548"
"3026800","11501 century oaks terrace #3337 Austin, TX 78758 United States","-97.7256317","30.4020901"
"554892","30th Avenue and 75th StreetJackson HeightsNew York","-73.8928909","40.76054"
"635469","115 Unity St Ste 302Bellingham, WA,98225","",""
"337450","Olean, Cattaraugus , New York, United States","-78.42888","42.07755"
"554894","32 Norway StreetLongmeadowMassachusetts","-72.5130768","42.0648804"
"337452","Plattsburgh, Clinton , New York, United States","-73.45303","44.69913"
"337453","Poughkeepsie, Dutchess , New York, United States","-73.92937","41.70672"
"337455","Rome, Oneida , New York, United States","-75.45336","43.21517"
"337456","Rye, Westchester , New York, United States","-73.68378","40.98101"
"337457","Salamanca, Cattaraugus , New York, United States","-78.70907","42.15386"
"554896","333 Clinton PlaceNewarkNew Jersey","-74.2154388","40.7124214"
"554897","334 Union StreetHackensackNew Jersey","-74.0435867","40.8888588"
"337460","Troy, Rensselaer , New York, United States","-73.68809","42.7345"
"337461","Utica, Oneida , New York, United States","-75.24258","43.09589"
"554898","33 N. Institute StreetColorado SpringsColorado","-104.8079987","38.8337936"
"337464","White Plains, Westchester , New York, United States","-73.76415","41.03354"
"337466","4554 Hollister Ave Santa Barbara, CA 93110","-119.7792282","34.4386292"
"337467","ARLAN'S #10 AUSTIN TRAVIS TX 78702","-97.7146225","30.2647705"
"337468","ARLAN'S #11 AUSTIN TRAVIS TX 78723","-97.6876678","30.3039703"
"337469","ARLAN'S #13 SEGUIN GUADALUPE TX 78155","-97.964653","29.5692692"
"337470","ARLAN'S #14 NEW BRAUNFELS COMAL TX 78130","-98.1157684","29.7021332"
"337471","ARLAN'S #15 SCHERTZ GUADALUPE TX 78154","-98.2721024","29.5679607"
"337472","BROOKSHIRE BROS #55 SMITHVILLE BASTROP TX 78957","-97.1600494","30.0086803"
"337473","BROOKSHIRE BROS #67 WIMBERLY HAYS TX 78676","-95.9566727","29.7863197"
"337474","EL RANCHO #18 AUSTIN TRAVIS TX 78758","-97.8426361","30.1449947"
"337475","EL RANCHO #24 AUSTIN TRAVIS TX 78723","-97.8426361","30.1449947"
"337476","FIESTA MART #25 AUSTIN TRAVIS TX 78722","-97.7055359","30.2661285"
"337477","FIESTA MART #64 AUSTIN TRAVIS TX 78745","-97.771553","30.1508694"
"337478","HEB #014 KYLE HAYS TX 78640","-97.8773575","29.9883499"
"337479","HEB #024 AUSTIN TRAVIS TX 78750","-97.8016205","30.4196892"
"337480","HEB #029 WEST LAKE HILLS TRAVIS TX 78746","-97.7995834","30.2916698"
"337481","HEB #031 AUSTIN WILLIAMSON TX 78750","-97.799675","30.4682312"
"337482","HEB #034 ROUND ROCK WILLIAMSON TX 78664","-97.6735153","30.4866829"
"337483","HEB #045 AUSTIN TRAVIS TX 78704","-97.7498398","30.2388802"
"337484","HEB #068 AUSTIN TRAVIS TX 78749","-97.8562164","30.2074203"
"337485","HEB #074 NEW BRAUNFELS COMAL TX 78132","-98.1183853","29.7003651"
"337486","HEB #096 AUSTIN TRAVIS TX 78731","-97.921463","30.4159451"
"337487","HEB #161 AUSTIN TRAVIS TX 78723","-97.638237","30.2756901"
"337488","HEB #173 SEGUIN GUADALUPE TX 78155","-97.9695587","29.5729198"
"337489","HEB #183 AUSTIN TRAVIS TX 78753","-97.921463","30.4159451"
"337490","HEB #202 AUSTIN TRAVIS TX 78756","-97.7373123","30.3199291"
"337491","HEB #218 AUSTIN TRAVIS TX 78758","-97.709198","30.3831501"
"337492","HEB #219 AUSTIN TRAVIS TX 78741","-97.7168503","30.2314491"
"337493","HEB #225 AUSTIN TRAVIS TX 78736","-97.921463","30.4159451"
"337494","HEB #227 AUSTIN TRAVIS TX 78748","-97.8204117","30.1602802"
"337495","HEB #229 AUSTIN TRAVIS TX 78744","-97.7326736","30.1855507"
"337496","HEB #236 PFLUGERVILLE TRAVIS TX 78660","-97.6199265","30.4405594"
"337497","HEB #237 GEORGETOWN WILLIAMSON TX 78626","-97.6770096","30.6379108"
"337498","HEB #243 SAN MARCOS HAYS TX 78666","-97.9394455","29.864851"
"337499","HEB #265 CEDAR PARK WILLIAMSON TX 78613","-97.8218918","30.5065994"
"337500","HEB #269 AUSTIN TRAVIS TX 78759","-97.7499695","30.3970909"
"337501","HEB #373 ROUND ROCK WILLIAMSON TX 78681","-97.6702499","30.486311"
"337502","HEB #374 AUSTIN TRAVIS TX 78745","-97.7968597","30.2011395"
"337503","HEB #380 NEW BRAUNFELS COMAL TX 78130","-98.1201248","29.7013741"
"337504","HEB #388 AUSTIN TRAVIS TX 78727","-97.638237","30.2756901"
"337505","HEB #404 AUSTIN TRAVIS TX 78733","-97.921463","30.4159451"
"337506","HEB #415 SCHERTZ GUADALUPE TX 78154","-98.2389374","29.5649967"
"337507","HEB #425 AUSTIN TRAVIS TX 78751","-97.7228317","30.3097"
"337508","HEB #428 AUSTIN TRAVIS TX 78745","-97.7968597","30.2011395"
"337509","HEB #445 LOCKHART CALDWELL TX 78644","-97.6719284","29.8847504"
"337510","HEB #451 AUSTIN TRAVIS TX 78726","-97.638237","30.2756901"
"337511","HEB #455 SAN MARCOS HAYS TX 78666","-97.9394455","29.864851"
"337512","HEB #464 LULING CALDWELL TX 78640","-97.6550827","29.6745987"
"337513","HEB #465 AUSTIN TRAVIS TX 78702","-97.921463","30.4159451"
"337514","HEB #475 ELGIN BASTROP TX 78621","-97.3709717","30.3490105"
"337515","HEB #476 AUSTIN TRAVIS TX 78753","-97.921463","30.4159451"
"337516","HEB #477 BUDA HAYS TX 78610","-97.8430328","30.0815792"
"337517","HEB #479 PFLUGERVILLE TRAVIS TX 78660","-97.6199265","30.4405594"
"337518","HEB #487 GEORGETOWN WILLIAMSON TX 78633","-97.751503","30.7316208"
"337519","HEB #495 ROUND ROCK WILLIAMSON TX 78664","-97.6698608","30.486433"
"337520","HEB #580 CEDAR PARK WILLIAMSON TX 78613","-97.7552032","30.5231552"
"337521","HEB #582 BASTROP BASTROP TX 78602","-97.3193817","30.1105404"
"337522","HEB #591 ROUND ROCK WILLIAMSON TX 78664","-97.6847839","30.5092983"
"337523","HEB #592 LEANDER WILLIAMSON TX 78641","-97.8530426","30.5791206"
"337524","HEB #593 TAYLOR WILLIAMSON TX 76574","-97.4047775","30.5553722"
"337525","HEB #611 DRIPPING SPRINGS HAYS TX 78620","-98.020401","30.1715794"
"337526","HEB #622 SPRING BRANCH COMAL TX 78070","-98.3929062","29.8004532"
"337527","HEB #639 AUSTIN TRAVIS TX 78723","-97.638237","30.2756901"
"337528","HEB #659 AUSTIN WILLIAMSON TX 78717","-97.7721252","30.4756145"
"337529","HEB #673 ROUND ROCK WILLIAMSON TX 78665","-97.6848221","30.509306"
"337530","LA HACIENDA MARKET #1 AUSTIN TRAVIS TX 78753","-97.9267883","30.4154854"
"337531","LA HACIENDA MARKET #2 AUSTIN TRAVIS TX 78741","-97.9267883","30.4154854"
"337532","LA HACIENDA MARKET #4 AUSTIN TRAVIS TX 78758","-97.9267883","30.4154854"
"337533","LA HACIENDA MARKET #5 AUSTIN TRAVIS TX 78752","-97.9267883","30.4154854"
"337534","LA HACIENDA MARKET #6 AUSTIN TRAVIS TX 78744","-97.9267883","30.4154854"
"337535","LMMM AUSTIN #02 AUSTIN TRAVIS TX 78752","-97.6913834","30.3873043"
"337536","LMMM AUSTIN #06 AUSTIN TRAVIS TX 78741","-97.6913834","30.3873043"
"337537","LONE STAR FAMILY MARKET AUSTIN TRAVIS TX 78702","-94.7114105","32.9379692"
"337538","LONE STAR FAMILY MARKET AUSTIN TRAVIS TX 78723","-94.7114105","32.9379692"
"337539","LONE STAR FAMILY MARKET AUSTIN TRAVIS TX 78745","-97.7815247","30.1912537"
"337540","LONE STAR FAMILY MARKET AUSTIN TRAVIS TX 78758","-94.8660583","33.2245789"
"337541","LONE STAR FAMILY MARKET ROUND ROCK WILLIAMSON TX 78664","-97.6772232","30.5090408"
"337542","LONE STAR FAMILY MARKET SAN MARCOS HAYS TX 78666","-97.9035568","29.9072952"
"337543","LOWE'S SUPER S #108 CANYON LAKE COMAL TX 78133","-98.2630615","29.8750401"
"337544","LOWE'S SUPER S #141 CANYON LAKE COMAL TX 78133","-98.2630615","29.8750401"
"337545","LOWE'S SUPER S #161 LAGO VISTA TRAVIS TX 78645","-97.9608841","30.4242096"
"337546","LOWE'S SUPER S #164 MARION GUADALUPE TX 78124","-98.139389","29.5714893"
"537583","64012 Hillside Rd, Happy Camp CA 96039","-123.3749924","41.7946281"
"337548","RANDALLS #1779 LAKEWAY TRAVIS TX 78734","-97.921463","30.4159451"
"337549","RANDALLS #1896 CEDAR PARK WILLIAMSON TX 78613","-97.8218918","30.5065994"
"337550","RANDALLS #2483 AUSTIN TRAVIS TX 78703","-97.6813202","30.3623791"
"337551","RANDALLS #2485 AUSTIN TRAVIS TX 78704","-97.6813202","30.3623791"
"337552","RANDALLS #2636 ROUND ROCK WILLIAMSON TX 78664","-97.6772232","30.5090408"
"337553","SFC FARMERS MARKET EAST AUSTIN TRAVIS TX 78702","-97.7146225","30.2647705"
"337554","SFC REPUBLIC SQUARE PARK AUSTIN TRAVIS TX 78701","-97.742981","30.2675991"
"337555","SFC SUNSET VALLEY-TONEY BURGER AUSTIN TRAVIS TX 78745","-97.8118362","30.2245998"
"337556","SFC TRIANGLE AUSTIN TRAVIS TX 78751","-97.734787","30.3131351"
"337557","TARGET STORE T-1817 AUSTIN TRAVIS TX 78753","-97.6765823","30.3820591"
"337558","TARGET STORE T-2288 AUSTIN TRAVIS TX 78748","-97.8204117","30.1602802"
"337559","TARGET STORE T-2429 NEW BRAUNFELS COMAL TX 78130","-98.1209412","29.6988697"
"337560","TARGET STORE T-2495 PFLUGERVILLE TRAVIS TX 78660","-97.6199265","30.4405594"
"337561","WAL-MART SUPERCENTER #1042 BASTROP BASTROP TX 78602","-97.2981262","30.2563858"
"337562","WAL-MART SUPERCENTER #1129 AUSTIN TRAVIS TX 78717","-97.7482376","30.4868298"
"337563","WAL-MART SUPERCENTER #1185 AUSTIN TRAVIS TX 78753","-97.6765823","30.3820591"
"337564","WAL-MART SUPERCENTER #1253 AUSTIN TRAVIS TX 78704","-97.7688522","30.2300091"
"337565","WAL-MART SUPERCENTER #1303 GEORGETOWN WILLIAMSON TX 78626","-97.6770096","30.6379108"
"337566","WAL-MART SUPERCENTER #2133 AUSTIN TRAVIS TX 78735","-97.8658905","30.2681198"
"337567","WAL-MART SUPERCENTER #292 LOCKHART CALDWELL TX 78644","-97.6809311","29.8722858"
"337568","WAL-MART SUPERCENTER #2991 CEDAR PARK WILLIAMSON TX 78613","-97.8218918","30.5065994"
"337569","WAL-MART SUPERCENTER #3391 SCHERTZ GUADALUPE TX 78154","-98.2721024","29.5679607"
"337570","WAL-MART SUPERCENTER #3569 AUSTIN TRAVIS TX 78753","-97.6765823","30.3820591"
"337571","WAL-MART SUPERCENTER #404 SAN MARCOS HAYS TX 78666","-97.9445724","29.8778152"
"337572","WAL-MART SUPERCENTER #4219 BUDA HAYS TX 78610","-97.8430328","30.0815792"
"337573","WAL-MART SUPERCENTER #4554 AUSTIN TRAVIS TX 78757","-97.7334518","30.3523293"
"1509435","612, 44","",""
"337574","WAL-MART SUPERCENTER #475 ROUND ROCK WILLIAMSON TX 78664","-97.6772232","30.5090408"
"337575","WAL-MART SUPERCENTER #5317 AUSTIN TRAVIS TX 78748","-97.8204117","30.1602802"
"337576","WAL-MART SUPERCENTER #5478 AUSTIN TRAVIS TX 78726","-97.8450089","30.4219303"
"337577","WAL-MART SUPERCENTER #5479 PFLUGERVILLE TRAVIS TX 78660","-97.6199265","30.4405594"
"337578","WAL-MART SUPERCENTER #5480 ROUND ROCK WILLIAMSON TX 78664","-97.6772232","30.5090408"
"337579","WAL-MART SUPERCENTER #77 TAYLOR WILLIAMSON TX 76574","-97.4018631","30.5685196"
"547567","Khartoum, Sudan","33.11909","15.89935"
"337580","WAL-MART SUPERCENTER #865 NEW BRAUNFELS COMAL TX 78130","-98.1183853","29.7003651"
"337581","WAL-MART SUPERCENTER #901 SEGUIN GUADALUPE TX 78155","-97.964653","29.5692692"
"537584","114, rue des Troènes - 31200 Toulouse","1.41523","43.6206703"
"537585","116, avenue du 11 novembre - 19100 Brive","4.3971901","50.83284"
"537586","125, cours de Verdun - 1100 Oyonnax","5.6429501","46.2540817"
"537587","26, avenue du général Sarrail - 75016 Paris","2.2552614","48.8445854"
"537588","26, Cours de la Libération - 38100 Grenoble","5.7151198","45.1776009"
"537589","35 rue du Clos-Four - 63100 Clermont-Ferrand","3.1081023","45.7905769"
"537590","92000 Colombes","2.25265","48.9220886"
"537591","920 rue de Bugarel - 34070 Montpellier","3.8510091","43.5922241"
"537592","Allée Aimé Giral - 66000 Perpignan","2.8908172","42.7146339"
"537593","Quai Lafontan 83000 Toulon - 83000 Toulon","5.9302902","43.125351"
"537594","Rond point Saint Léon - 64100 Bayonne","-1.4818988","43.4879456"
"537595","rue Cino del Duca - 64200 Biarritz","-1.53871","43.4816399"
"537596","Rue de Bisséous - 81100 Castres","2.25511","43.6107788"
"537597","Stade André-Moga - 33130 Bègles","-0.5539","44.8080788"
"635470","115 W 31st StNew York, NY,10001","",""
"554901","3440 Leahi Ave.HonoluluHawaii","-157.8149719","21.2728691"
"554902","3501 Harry Langdon Blvd.Council BluffsIowa","-95.8200912","41.2255211"
"554903","3518 Jefferson AvenueRedwood CityCalifornia","-75.8021927","44.3027611"
"547291","1210 Third Avenue","-122.1600647","52.1470337"
"547292","1324 Second Avenue","-139.4283905","64.0655136"
"547293","1329 Second Avenue","-139.4284973","64.0658035"
"547294","1341 Second Avenue","-115.0538483","49.5096092"
"547295","1345 Second Avenue","-139.428299","64.0659256"
"547296","1390 Second Avenue","-139.4275665","64.0660248"
"547297","1420 Third Avenue","-122.1605225","52.1473503"
"547298","1424 Third Avenue","-122.1605377","52.1473541"
"547299","1433 Third Avenue","-122.1606979","52.14711"
"547300","1461 First Avenue","28.1664944","-26.21171"
"547301","1491 First Avenue","28.4673653","-26.4177494"
"547302","1571 Second Avenue","-139.4256592","64.0680237"
"547303","157 East 71st Street","-106.6673431","52.2019463"
"547304","1592 First Avenue","-78.8447723","40.4063797"
"547305","1610 York Avenue","18.7613907","-34.0404701"
"547306","163 East 71st Street","-106.6670609","52.2019463"
"547307","1640 York Avenue","10.7395201","59.31847"
"547308","1641 First Avenue","-80.3593826","41.8891068"
"547309","1644 Third Avenue","-122.1611023","52.1476402"
"547310","1646 Third Avenue","-122.1611099","52.147644"
"547311","1654 Third Avenue","-122.1611328","52.1476517"
"547312","1662 Third Avenue","-122.1611557","52.1476593"
"547313","1666 Third Avenue","-122.1611633","52.1476631"
"547314","1674 Third Avenue","-122.1611862","52.1476707"
"547315","1702 Second Avenue","-117.8050461","49.0798035"
"547317","230 East 71st Street","-106.6638947","52.2022095"
"547318","251 East 71st Street","-106.6629639","52.2019348"
"547319","330 East 90th Street","121.294342","25.0186043"
"537598","114, rue des Troènes - 31200 Toulouse, France","1.41523","43.6206703"
"537599","116, avenue du 11 novembre - 19100 Brive, France","1.9323863","45.093647"
"537600","125, cours de Verdun - 1100 Oyonnax, France","5.6429501","46.2540817"
"537601","26, avenue du général Sarrail - 75016 Paris, France","2.2552614","48.8445854"
"537602","26, Cours de la Libération - 38100 Grenoble, France","5.7151198","45.1776009"
"537603","35 rue du Clos-Four - 63100 Clermont-Ferrand, France","3.1081023","45.7905769"
"537604","92000 Colombes, France","2.25265","48.9220886"
"537605","920 rue de Bugarel - 34070 Montpellier, France","3.8510091","43.5922241"
"537606","Allée Aimé Giral - 66000 Perpignan, France","2.8908172","42.7146339"
"537607","Quai Lafontan 83000 Toulon - 83000 Toulon, France","5.9302902","43.125351"
"537608","Rond point Saint Léon - 64100 Bayonne, France","-1.4818988","43.4879456"
"537609","rue Cino del Duca - 64200 Biarritz, France","-1.53871","43.4816399"
"537610","Rue de Bisséous - 81100 Castres, France","2.25511","43.6107788"
"537611","Stade André-Moga - 33130 Bègles, France","-0.5539","44.8080788"
"547320","337 East 94th Street","121.1674881","25.0531254"
"547321","412 East 85 Street","-73.9704361","45.9536095"
"547322","681 PARK AVENUE","-96.5129776","50.0618591"
"547323","8 HENDERSON PLACE","-105.2724686","53.7469826"
"547324","East 82nd Street","-113.4673691","53.5759315"
"554904","3902 N. Flowing Wells Rd.TucsonArizona","-110.9945297","32.2778091"
"554905","3911 Central Ave.Great FallsMontana","-111.2393265","47.5054817"
"554906","39350 Gallaudet DriveFremontCalifornia","-121.9640503","37.5581856"
"554907","4000 Santo Tomas DriveLos AngelesCalifornia","-118.3437271","34.0086594"
"556929","Agüero , 512 ,Buenos Aires, Argentina","-58.4118347","-34.6038132"
"554909","401 Turin StreetRomeNew York","-75.455101","43.2239647"
"554910","40 Armington StreetAllstonMassachusetts","-71.1310501","42.3545837"
"554911","415 Cedar St., SEAlbuquerqueNew Mexico","-106.6348495","35.0788498"
"3026801","11 Nod Hill Rd Newton, MA 02461 United States","",""
"556931","Araoz , 2422 ,Buenos Aires, Argentina","-58.4162025","-34.5863686"
"556932","Av. Beiro, 3124 ,Buenos Aires, Argentina","-58.4972191","-34.5969963"
"556933","Av. Beiro, 3334 ,Buenos Aires, Argentina","-58.5000076","-34.5987282"
"556934","Av. Boyaca , 28 ,Buenos Aires, Argentina","-58.4569206","-34.6265068"
"554917","500 Morse RoadColumbusOhio","-83.0042572","40.0647583"
"556935","Av. Cabildo, 3241 ,Buenos Aires, Argentina","-58.4652214","-34.5523872"
"554919","50 E. North Street in Buffalo, NYBuffaloNew York","-78.8672333","42.9025993"
"554920","517 W. Fleming DrMorgantonNorth Carolina","-81.6878967","35.7298203"
"554921","555 Knollwood RoadWhite PlainsNew York","-73.7986069","41.0537109"
"554922","5720 McNeil DriveAustinTexas","-97.7322388","30.4476509"
"556936","Av Cabildo , 4665 ,Buenos Aires, Argentina","-58.4734344","-34.5417328"
"556937","Av. Cordoba, 2988 ,Buenos Aires, Argentina","-58.4091568","-34.5982361"
"556938","Av. Córdoba , 543 ,Buenos Aires, Argentina","-58.3745956","-34.5985565"
"556939","Av. Córdoba , 634 ,Buenos Aires, Argentina","-58.3759308","-34.5988998"
"3026802","121 Village Commons Bld. Georgetown, TX 78633 United States","-97.7137222","30.6913891"
"556941","Av. De Mayo  , 948 ,Buenos Aires, Argentina","-58.3798752","-34.6090889"
"554930","742 Harrison Blvd.OgdenUtah","-111.9488983","41.2710762"
"554932","7654 N. 19th Ave.PhoenixArizona","-112.085968","33.5487328"
"554933","7900 N. Eldridge ParkwayHoustonTexas","-95.605957","29.8906708"
"554935","80 East End AvenueNew YorkNew York","-73.9464417","40.7733383"
"554938","8607 Anderson Mill RoadAustinTexas","-97.7704468","30.4548054"
"554940","890 North Indian Creek DriveClarkstonGeorgia","-84.2401199","33.8025589"
"554941","9192 Waldemar RoadIndianapolisIndiana","-86.2294006","39.9190712"
"556942","Av. Diaz Velez, 4820 ,Buenos Aires, Argentina","-58.4351578","-34.6088753"
"554946","One Mackworth IslandFalmouthMaine","-70.2347794","43.6894417"
"537614","104-50 103 STREET","32.8823318","39.9230995"
"537615","108-27 39 AVENUE","27.0944538","38.3934479"
"556943","Av. Dorrego, 1735 ,Buenos Aires, Argentina","-58.4429474","-34.5815697"
"537617","110-21 FRANCIS LEWIS BLVD","-122.929512","46.6978035"
"556944","Av. J. B. Justo, 1634 ,Buenos Aires, Argentina","-58.4360657","-34.5862236"
"3026803","122-2nd ave Nederland, TX 77627 United States","",""
"537620","112-40 DILLON STREET","-60.1846466","46.1351395"
"556946","Av Juan B. Justo, 1625 ,Buenos Aires, Argentina","-58.4361115","-34.5861015"
"537622","122-16 18 AVENUE","-77.0077972","-12.1217108"
"537623","126-07 MERRICK BOULEVARD","-121.0131607","55.1278458"
"556947","Av. Juan B. Justo , 1658 ,Buenos Aires, Argentina","-58.436203","-34.5863304"
"537625","131-10 135 PLACE","20.4630795","53.7785645"
"537626","138-55 SPRINGFIELD BLVD","-72.6333771","42.1080856"
"556948","Av. Juan B. Justo , 1659 ,Buenos Aires, Argentina","-58.4363098","-34.5862541"
"537628","157 BEACH 26 STREET","-103.8887329","47.0376663"
"537629","161-51 BAISLEY BOULEVARD","-65.8211899","47.1867447"
"537630","2028 GROVE STREET","-80.5521011","35.8086967"
"556949","Av. La Plata  , 731 ,Buenos Aires, Argentina","-58.4275551","-34.6241188"
"554954","Yarmouth Hall, Pineland Farms 19 Yarmouth Dr., Ste 201New GloucesterMaine","-66.0915604","43.8197517"
"537633","217-08 CORBETT ROAD","-60.4716301","46.8956566"
"537634","220-05 MERRICK BOULEVARD","-121.013237","55.1278458"
"537635","220-27 137 AVENUE","-113.3204727","53.5996361"
"537636","227-02 LINDEN BOULEVARD","-77.4968414","44.1273384"
"556950","Av. Libertador, 3883 ,Buenos Aires, Argentina","-58.4231186","-34.5714264"
"556951","Av. Mosconi , 2883 ,Buenos Aires, Argentina","-58.5020447","-34.5859795"
"537639","233-02 LINDEN BOULEVARD","-77.4968414","44.1273384"
"537640","23-81 38 STREET","-77.1718369","-11.797267"
"556952","Av. Nazca , 55 ,Buenos Aires, Argentina","-58.4698105","-34.6298981"
"556953","Av. Niceto Vega, 5452 ,Buenos Aires, Argentina","-58.4380264","-34.5878143"
"556954","Av. Niceto Vega, 5534 ,Buenos Aires, Argentina","-58.4388504","-34.5872345"
"556955","Av. Rivadavia, 10925 ,Buenos Aires, Argentina","-58.517807","-34.6389771"
"537645","27-31 MC INTOSH STREET","-79.2541504","43.7036514"
"556956","Av. Rivadavia, 1908 ,Buenos Aires, Argentina","-58.3936272","-34.6094894"
