"cartodb_id","geocode_string","lon","lat"
"337012","325 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337013","326 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337014","326 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337015","329 S Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337016","330 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337017","333 S Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337018","334 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337019","341 S Shoreline Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337020","345 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337021","345 S Upper Broadway Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337022","345 S Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337023","400  Mann Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337024","401 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337025","401 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337026","401 N Shoreline Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337027","401 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337028","401 S Shoreline Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337029","401 S Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337030","402  I-37 Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337031","402 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337032","402 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337033","402  Peoples Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337034","404 N. Chaparral  , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337035","406 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337036","406 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337037","408 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337038","409 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337039","409  Peoples Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337040","409 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337041","409 S Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337042","410 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337043","410 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337044","410  Peoples Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337045","411 N Shoreline Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337046","411  Palo Alto Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337047","411  Taylor Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337048","413  Fitzgerald Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337049","414 S Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337050","415 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337051","416  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337052","416 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337053","416 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337054","416  Palo Alto Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337055","417 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337056","417 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337057","417 S Upper Broadway Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337058","418  Peoples Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337059","418 S Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337060","418  Taylor Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337061","419  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337062","419 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337063","419 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337064","419  Peoples Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337065","423 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337066","424  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337067","424 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337068","424  Schatzell Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337069","425 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337070","425 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337071","426 S Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337072","427  Peoples Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337073","429  Mann Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337074","430 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337075","430 S Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337076","441  John Sartain Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337077","500 N Shoreline Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337078","500 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337079","501  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337080","501 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337081","501 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337082","501 S Shoreline Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337083","501 S Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337084","502 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337085","503 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337086","505 N Upper Broadway Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337087","505 S Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337088","506  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337089","506 S Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337090","508  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337091","509 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337092","509  Palo Alto Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337093","509 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337094","510 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337095","511  Lawrence Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"554880","250 Prospect StreetMidland ParkNew Jersey","-74.1388779","40.9996223"
"337096","511  Starr Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337097","512 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337098","513  Lawrence Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337099","513 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337100","513 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337101","514  Belden Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337102","514  Peoples Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337103","514  Power  Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337104","515  Lawrence Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337105","516  Peoples Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337106","518 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337107","518  Park  Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337108","518  Peoples Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337109","519 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337110","520  Lawrence Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337111","520 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337112","520 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337113","520 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337114","520  Starr Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337115","521 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337116","521  Starr Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337117","523  Fitzgerald Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337118","523 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337119","523  Taylor Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337120","525 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337121","525 S Shoreline Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337122","526 N Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337123","526 S Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337124","531 S Shoreline Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337125","533 N Upper Broadway Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337126","535 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337127","535 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337128","539 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337129","542 N Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337130","555 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337131","555 S Shoreline Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337132","600  Leopard Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337133","601  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337134","601 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337135","601 N Shoreline Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337136","601 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337137","605  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337138","606 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337139","608  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337140","611 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337141","611 S Upper Broadway Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337142","613 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337143","614  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337144","615  Leopard Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337145","615  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337146","615 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"635479","116 Eureka StSan Francisco, CA,94114 2435","",""
"337147","615 N Upper Broadway Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337148","615 S Upper Broadway Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337149","616  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337150","617 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337151","619 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337152","621 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337153","622 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337154","622  Power Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337155","623 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337156","623  Power Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337157","624  Leopard Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337158","624  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337159","624 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337160","625 S Upper Broadway Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"2746639","10735 GILFORD CREST DR, SPRING, TX, USA","",""
"337161","701  Leopard Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337162","701  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337163","701 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337164","701 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337165","702  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337166","702 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337167","705  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337168","705 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337169","707 N Shoreline Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337170","709 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337171","710  Buffalo Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337172","710  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337173","711  Lipan Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337174","711 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337175","711 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337176","713 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337177","715  Comanche Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337178","715  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337179","715 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337180","716 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337181","719 N Upper Broadway Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337182","720  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337183","721  Comanche Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337184","721  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337185","721 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337186","723 N Upper Broadway Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337187","724  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337188","724 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337189","801 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337190","801 N Shoreline Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337191","801 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337192","802  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337193","802 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337194","802 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337195","802 N Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337196","804  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337197","806 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337198","807 N Upper Broadway Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337199","809 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337200","810 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337201","811 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337202","813 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337203","816 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337204","817 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337205","817 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337206","819 N Upper Broadway Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337207","820 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337208","820 N Lower Broadway Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337209","823 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337210","824 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337211","901  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337212","901 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337213","901 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337214","902  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337215","902 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337216","903 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337217","904 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337218","906 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337219","909 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337220","909 N Shoreline Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337221","910 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337222","912 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337223","916 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337224","917 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"337225","921 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA","-97.40356","27.79641"
"554847","1200 E. 42nd StreetIndianapolisIndiana","-86.1398163","39.8325996"
"556922","Calle Ferrocarril 31, Spain","-106.0983582","28.7078705"
"556923","Eloy Gonzalo 27, Spain","-3.7005","40.43465"
"554853","125 S Webster AveJacksonvilleIllinois","-90.2547531","39.734211"
"554854","1311 US HWY 301 SouthWilsonNorth Carolina","-77.9208832","35.7050247"
"556924","Amaniel 7, Madrid","-3.7092299","40.4252586"
"554856","1381 Church St.RamseurNorth Carolina","-79.6501007","35.7304497"
"3026793","1055 S. FM 1291 Fayetteville, TX 78940 United States","-96.6609116","29.8993702"
"556925","Calle Ferrocarril 31, Madrid","-3.6972499","40.4007683"
"554859","1450 Main StreetGoodingIdaho","-114.7127228","42.9307518"
"354773","Eloy Gonzalo 27, Madrid","-3.7005","40.43465"
"3026794","10880 Thienes Ave. South El Monte, CA South El Monte, CA 91733 United States","-118.0394897","34.0481911"
"554862","1545 St. Paul StreetRochesterNew York","-77.6248322","43.1845398"
"3026795","11019 Tree Shadow Ln Frisco, TX 75035 United States","-96.7827682","33.1144485"
"3026796","1103 SW 28th St Apt 101 Ankeny, IA 50023 United States","-93.615387","41.7008057"
"2746652","10737 HILLBROOK RD, SCHERTZ, TX, USA","",""
"635468","115 Littondale CtMiddletown, DE,19709","",""
"554867","1720 Glendale Milford Rd.CincinnatiOhio","-84.4465637","39.2555313"
"554869","175 Watchung BoulevardBerkeley HeightsNew Jersey","-74.3849487","40.6883316"
"554870","1809 Clarkson RoadChesterfieldMissouri","-90.5712433","38.6399612"
"554871","180 Hansen CourtWood DaleIllinois","-87.9843597","41.9810791"
"337259","New York Bronx, Kings, New York,Queens, and Richmond , New York, USA","-75.6891521001872","42.9902482242734"
"537542","Severodvinsk","39.8265","64.56192"
"537543","Valašské Meziříčí","17.96168","49.47437"
"537544","Växjö","14.79945","56.87996"
"537545","Vinslöv","13.91301","56.1036"
"537546","heilbronn","9.21929","49.14315"
"554875","209 Austine DriveBrattleboroVermont","-72.5737991","42.8421707"
"554876","21 Pleasant StreetSouth DeerfieldMassachusetts","-72.6015167","42.5368309"
"3026797","110 Inner Campus Dr. MAI Rm 132 Austin, TX 78712 United States","-97.7394943","30.2865086"
"3026798","1122 Colorado Street APT 1001 Austin, TX 78701 United States","",""
"554881","260 Eastern ParkwayBrooklynNew York","-73.9601212","40.670742"
"556926","León, Spain","-5.57211","42.59765"
"337288","Albany, Albany ,New York, USA","-73.75521","42.65156"
"337289","Amsterdam, Montgomery ,New York, USA","-74.18893","42.93897"
"337290","Auburn, Cayuga ,New York, USA","-76.56591","42.92937"
"337291","Batavia, Genesee ,New York, USA","-78.18825","42.99836"
"337292","Beacon, Dutchess ,New York, USA","-73.97282","41.50667"
"337293","Binghamton, Broome ,New York, USA","-75.91137","42.0987"
"337294","Buffalo, Erie ,New York, USA","-78.87847","42.88544"
"337295","Canandaigua, Ontario ,New York, USA","-77.28095","42.8881"
"337296","Cohoes, Albany ,New York, USA","-73.70009","42.77465"
"337297","Corning, Steuben ,New York, USA","-77.05463","42.14308"
"337298","Cortland, Cortland ,New York, USA","-76.17482","42.60349"
"337299","Dunkirk, Chautauqua ,New York, USA","-79.33578","42.48724"
"337300","Elmira, Chemung ,New York, USA","-76.79882","42.09041"
"337301","Fulton, Oswego ,New York, USA","-76.41484","43.32114"
"337302","Geneva, Ontario ,New York, USA","-76.98209","42.86642"
"337303","Glen Cove, Nassau ,New York, USA","-73.63079","40.86396"
"337304","Glens Falls, Warren ,New York, USA","-73.64376","43.31122"
"337305","Gloversville, Fulton ,New York, USA","-74.34446","43.05063"
"337306","Hornell, Steuben ,New York, USA","-77.66082","42.32733"
"337307","Hudson, Columbia ,New York, USA","-73.79143","42.25283"
"337308","Ithaca, Tompkins ,New York, USA","-76.49547","42.44052"
"337309","Jamestown, Chautauqua ,New York, USA","-79.2378","42.09605"
"337310","Johnstown, Fulton ,New York, USA","-74.36846","43.00656"
"337311","Kingston, Ulster ,New York, USA","-73.99651","41.92672"
"337312","Lackawanna, Erie ,New York, USA","-78.8243","42.82582"
"337313","Little Falls, Herkimer ,New York, USA","-74.85884","43.0408"
"337314","Lockport, Niagara ,New York, USA","-78.69538","43.1692"
"337315","Long Beach, Nassau ,New York, USA","-73.66608","40.58939"
"337316","Mechanicville, Saratoga ,New York, USA","-73.68539","42.90406"
"337317","Middletown, Orange ,New York, USA","-74.42248","41.44556"
"337318","Mount Vernon, Westchester ,New York, USA","-73.83828","40.91246"
"337319","Newburgh, Orange ,New York, USA","-74.01023","41.49994"
"337320","New Rochelle, Westchester ,New York, USA","-73.7868","40.91971"
"337321","New York, New York ,New York, USA","-74.00712","40.71455"
"337322","Niagara Falls, Niagara ,New York, USA","-79.05582","43.09548"
"337323","North Tonawanda, Niagara ,New York, USA","-78.86952","43.02969"
"337324","Norwich, Chenango ,New York, USA","-75.52424","42.53625"
"337325","Ogdensburg, St. Lawrence ,New York, USA","-75.4896","44.69385"
"337326","Olean, Cattaraugus ,New York, USA","-78.42888","42.07755"
"337327","Oneida, Madison ,New York, USA","-75.65493","43.09874"
"337328","Oneonta, Otsego ,New York, USA","-75.06027","42.45531"
"337329","Oswego, Oswego ,New York, USA","-76.51119","43.45646"
"337330","Peekskill, Westchester ,New York, USA","-73.92206","41.29091"
